id;series;booktitle;year;title;abstract;authors;pdf1page;pdfarticle
255;revue/nouvelles/technologies/information;egc;2015;extraction/interet/implicite/utilisateurs/attributs/items/ameliorer/systemes/recommandations;systemes/recommandation/objectif/selectionner/presenter/informations/susceptibles/interesser/utilisateurs/travail/expose/systeme/recommandation/appuie/concepts/relations/semantiques/donnees/technique/filtrage/collaboratif/distribue/basee/factorisation/matrices/mf/part/techniques/semantiques/extraire/relations/donnees/consequent/ameliorer/precision/recommandations/part/mf/donne/previsions/tres/precises/algorithme/facilement/parralelisable/proposition/utilise/technique/ajoutant/relations/semantiques/processus/analysons/profondeur/interets/caches/utilisateurs/attributs/items/recommander/utilisons/experimentations/jeu/donnees/movielens/enrichi/base/donnees/imdb/comparons/travail/technique/mf/classique/resultats/montrent/precision/recommandations/preservant/niveau/eleve/abstraction/domaine/ameliorons/passage/echelle/systeme/utilisant/techniques/parallelisables;manuelpozo/rajachiky/elisabethmetais;['http://editions-rnti.fr/render_pdf.php?p1&p=1002093'];['http://editions-rnti.fr/render_pdf.php?p=1002093']
256;revue/nouvelles/technologies/information;egc;2015;feedback/study/improvement/random/forest/mahout/library/context/marketing/data/orange;apprentissage/automatique/apparition/ecosysteme/hadoop/creant/puissance/promise/opportunite/precedent/domaine/ecosysteme/apache/mahout/reponse/question/temps/calcul/volumetrie/consiste/entrepot/algorithmes/apprentissage/automatique/portes/executer/map/reduce/rapport/concentre/portage/utilisation/algorithme/random/forest/mahout/montre/travers/retour/experience/difficultes/rencontrees/pratiques/theoriques/suggere/piste/amelioration;cthao/nicolasvoisine/vincentlemaire/rtrinquart;['http://editions-rnti.fr/render_pdf.php?p1&p=1002104'];['http://editions-rnti.fr/render_pdf.php?p=1002104']
257;revue/nouvelles/technologies/information;egc;2015;gapit/outil/visuel/imputation/valeurs/manquantes/hydrologie;donnees/manquantes/problematiques/hydrologie/genent/calcul/statistiques/interannuelles/longues/periodes/analyse/interpretation/variabilite/donnees/article/presentons/gapit/plateforme/analyse/donnees/permettant/inspecter/visuellement/donnees/manquantes/ensuite/choisir/methode/correction/adequate/utilise/outil/estimer/donnees/manquantes/series/temporelles/correspondant/debits/mesures/stations/hydrometriques/luxembourg;olivierparisot/lauragiustarini/olivierfaber/renaudhostache/ivonnetrebs/mohammadghoniem;['http://editions-rnti.fr/render_pdf.php?p1&p=1002107'];['http://editions-rnti.fr/render_pdf.php?p=1002107']
258;revue/nouvelles/technologies/information;egc;2015;gestion/incertitude/cadre/extraction/connaissances/partir/texte;knowledge/representation/area/needs/methods/allow/detect/handle/uncertainty/indeed/lot/text/hold/information/whose/veracity/called/question/information/managed/efficiently/order/represent/knowledge/explicit/way/first/step/identified/different/forms/uncertainty/knowledge/extraction/process/introduce/rdf/representation/kind/knowledge/based/ontologie/developped/issue;fadhelakerdjoudj/oliviercure;['http://editions-rnti.fr/render_pdf.php?p1&p=1002116'];['http://editions-rnti.fr/render_pdf.php?p=1002116']
259;revue/nouvelles/technologies/information;egc;2015;heuristiques/adaptation/mappings/ontologies/dynamiques;correspondances/semantiques/ontologies/mappings/jouent/role/essentiel/systemes/information/vertu/evolution/connaissances/elements/ontologiques/sujets/modification/invalidant/potentiellement/alignements/prealablement/etablis/techniques/maintenance/necessaires/maintenir/validite/mappings/article/presentons/ensemble/heuristiques/guidant/adaptation/approche/appuie/explication/mappings/existants/informations/provenant/evolution/ontologies/adaptations/possibles/applicables/mappings/proposons/validation/experimentale/partir/ontologies/domaine/medical/mappings/associes;juliocesardosreis/cedricpruski/chantalreynauddelaitre;['http://editions-rnti.fr/render_pdf.php?p1&p=1002084'];['http://editions-rnti.fr/render_pdf.php?p=1002084']
260;revue/nouvelles/technologies/information;egc;2015;identification/auteurs/apprentissage/automatique;donne/ensemble/documents/rediges/meme/auteur/probleme/authentification/auteurs/consiste/decider/nouveau/texte/ete/redige/auteur/resoudre/probleme/propose/implemente/differentes/approches/comptage/similarite/techniques/vote/apprentissage/supervise/exploitent/differents/modeles/representation/documents/experimentations/realisees/partir/collections/competition/clef/2013/2014/confirme/interet/approches/performance/termes/temps/traitement;jordanfrery/christinelargeron/mihaelajuganarumathieu;['http://editions-rnti.fr/render_pdf.php?p1&p=1002062'];['http://editions-rnti.fr/render_pdf.php?p=1002062']
261;revue/nouvelles/technologies/information;egc;2015;identification/utilisateurs/atypiques/systemes/recommandation/sociale;malgre/performances/tres/satisfaisantes/approche/sociale/recommandation/fournit/bonnes/recommandations/ensemble/utilisateurs/supposons/utilisateurs/preferences/differentes/qualifions/atypiques/interessons/identification/amont/tache/recommandation/proposons/mesures/representant/atypicite/preferences/utilisateur/evaluation/mesures/corpus/etat/art/montre/permettent/identifier/facon/fiable/utilisateurs/recevant/mauvaises/recommandations;benjamingras/armellebrun/anneboyer;['http://editions-rnti.fr/render_pdf.php?p1&p=1002097'];['http://editions-rnti.fr/render_pdf.php?p=1002097']
262;revue/nouvelles/technologies/information;egc;2015;apport/approche/symbolique/reperage/entites/nommees/langue/amazighe;reperage/entites/nommees/ren/langue/amazighe/pretraitement/eventuellement/essentiel/applications/traitement/automatique/langues/tal/traduction/automatique/article/presentons/chaine/reperage/entites/nommees/amazighe/fondee/etude/synthetique/specificites/langue/entites/nommees/amazighe/article/met/accent/choix/methodologiques/resoudre/ambiguites/dues/langue/exploitant/technologies/existantes/langues;meryemtalha/sihamboulaknadel/drissaboutajdine;['http://editions-rnti.fr/render_pdf.php?p1&p=1002061'];['http://editions-rnti.fr/render_pdf.php?p=1002061']
263;revue/nouvelles/technologies/information;egc;2015;leveragingweb/2/0/informed/real/estate/services;perception/real/estate/properties/individuals/agents/formed/exclusively/intrinsic/characteristics/surface/age/also/property/externalities/pollution/traffic/congestion/criminality/rates/proximity/playgrounds/schools/stimulating/social/interactions/equally/important/paper/present/real/estate/2/0/system/contrary/existing/real/estate/e/services/applications/takes/also/account/important/externalities/leveraging/web/2/0/content/social/networks/poi/listings/applications/open/data/enables/thorough/analysis/current/physical/social/context/property/context/based/objective/valuation/re/properties/along/advanced/property/search/selection/experience/unveils/otherwise/hidden/property/features/significantly/reduces/user/effort/time/spent/re/quest/system/encompasses/provide/services/assist/individuals/agents/making/informed/sound/re/decisions;papantonioukaterina/athanasiadismarioslazaros/fundulakiirini/georgischristos/stavrakasyannis/troullinosmichalis/tsitsanisanastasios;['http://editions-rnti.fr/render_pdf.php?p1&p=1002105'];['http://editions-rnti.fr/render_pdf.php?p=1002105']
264;revue/nouvelles/technologies/information;egc;2015;linked/data/annotation/fusion/driven/data/quality/evaluation;article/presentons/approche/fusion/donnees/fondee/utilisation/informations/qualite/donnees/resoudre/eventuels/conflits/valeurs;ioannagiannopoulou/fatihasais/rallouthomopoulos;['http://editions-rnti.fr/render_pdf.php?p1&p=1002086'];['http://editions-rnti.fr/render_pdf.php?p=1002086']
265;revue/nouvelles/technologies/information;egc;2015;managing/big/multidimensional/data;multidimensional/database/concepts/cubes/dimensions/hierarchies/measures/cornerstone/analytical/business/intelligence/tools/decades/however/standard/data/models/system/implementations/olap/multidimensional/databases/cannot/handle/big/multidimensional/data/large/amounts/complex/highly/dynamic/multidimensional/data/occur/number/emerging/domains/energy/transport/logistics/well/science/talk/discuss/similarities/differences/traditional/business/intelligence/bi/big/data/present/examples/big/multidimensional/data/characteristics/large/volume/high/velocity/fast/data/high/variety/complex/data/discuss/manage/big/multidimensional/data/including/modeling/algorithmic/implementation/well/practical/issues;torbenbachpedersen;['http://editions-rnti.fr/render_pdf.php?p1&p=1002056'];['http://editions-rnti.fr/render_pdf.php?p=1002056']
266;revue/nouvelles/technologies/information;egc;2015;mesure/influence/indicateurs/centralite/reseaux/sociaux;social/network/analysis/existing/centrality/measures/emphasize/importance/actor/considering/structural/position/network/regardless/priori/information/actors/popularity/accessibility/behavior/study/new/variants/centrality/measures/proposed/operating/network/structure/specific/attributes/actor/experiments/validated/contribution/valuations/especially/detection/broadcasters/social/networks;oualidbenyahia/christinelargeron;['http://editions-rnti.fr/render_pdf.php?p1&p=1002112'];['http://editions-rnti.fr/render_pdf.php?p=1002112']
267;revue/nouvelles/technologies/information;egc;2015;methode/alternative/detection/copier/coller/intersection/textes/construction/sequences/maximales/communes;detection/plagiat/passe/souvent/phase/recherche/similitudes/naive/detection/copier/coller/article/proposons/methode/alternative/approche/standard/comparaison/mot/mot/principe/effectuer/intersection/textes/comparer/recuperant/tableau/mots/commun/conserver/sequences/maximales/mots/textes/existant/egalement/montrons/methode/rapide/couteuse/ressources/methodes/parcours/textes/habituellement/utilisees/objectif/detecter/passages/identiques/textes/rapidement/methodes/comparaison/mot/mot/efficace/methodes/grammes;jeremyferrero/alainsimaclejeune;['http://editions-rnti.fr/render_pdf.php?p1&p=1002065'];['http://editions-rnti.fr/render_pdf.php?p=1002065']
268;revue/nouvelles/technologies/information;egc;2015;mining/classes/multi/label/classification;propose/new/approach/mine/potential/classes/news/documents/examining/close/relationship/new/classes/probability/vectors/multiple/labeling/documents/using/em/algorithm/obtain/distribution/linear/mixture/models/make/clustering/mine/classes;yuichirokase/takaomiura;['http://editions-rnti.fr/render_pdf.php?p1&p=1002066'];['http://editions-rnti.fr/render_pdf.php?p=1002066']
269;revue/nouvelles/technologies/information;egc;2015;modele/biclustering/paradigme/mapreduce;biclustering/main/task/variety/areas/machine/learning/providing/simultaneous/observations/features/clustering/biclustering/approches/complex/compared/traditional/clustering/particularly/requiring/large/dataset/mapreduce/platforms/propose/new/approach/biclustering/based/popular/self/organizing/maps/cluster/analysis/large/dataset/designed/scalable/implementations/new/biclustering/algorithm/using/mapreduce/spark/platform/report/experiments/demonstrated/performance/public/dataset/using/different/cores/using/practical/examples/demonstrate/algorithm/works/well/practice/experimental/results/show/scalable/performance/near/linear/speedups/across/different/data/120/cores;tugdualsarazin/hananeazzag/mustaphalebbah;['http://editions-rnti.fr/render_pdf.php?p1&p=1002111'];['http://editions-rnti.fr/render_pdf.php?p=1002111']
270;revue/nouvelles/technologies/information;egc;2015;nouvelle/approche/contextualisation/tweets/basee/regles/association/inter/termes;tweets/short/messages/exceed/140/characters/since/must/written/respecting/limitation/particular/vocabulary/used/make/understandable/reader/therefore/necessary/know/context/paper/describe/approach/tweet/contextualization/approach/allows/extension/tweet/vocabulary/set/thematically/related/words/using/mining/association/rules/terms;meriemaminazingla/mohamedettaleb/chirazlatiri/yahiaslimani;['http://editions-rnti.fr/render_pdf.php?p1&p=1002121'];['http://editions-rnti.fr/render_pdf.php?p=1002121']
271;revue/nouvelles/technologies/information;egc;2015;meilleure/exploitation/classification/croisee/systemes/filtrage/collaboratif;prediction/automatique/items/preferes/utilisateurs/web/differents/systemes/filtrage/collaboratif/ete/proposes/plupart/bases/factorisation/matricielle/approches/type/k/proches/voisins/malheureusement/approches/requierent/temps/calcul/important/partie/problemes/pu/surmontee/classification/croisee/co/clustering/avere/pertinente/permet/nature/gestion/simultanee/ensembles/correspondant/utilisateurs/items/travaux/menes/meilleure/prise/compte/donnees/manquantes/travail/proposons/gestion/efficace/donnees/observees/permettant/meilleure/exploitation/potentiel/classification/croisee/domaine/systemes/recommandation/montrons/permet/obtenir/representations/base/graphes/bipartis/facilitant/interpretation/interactive/affinites/groupes/utilisateurs/groupe/items;aghilessalah/nicoletarogovschi/francoisrole/mohamednadif;['http://editions-rnti.fr/render_pdf.php?p1&p=1002095'];['http://editions-rnti.fr/render_pdf.php?p=1002095']
272;revue/nouvelles/technologies/information;egc;2015;proposition/outil/clustering/visuel/interactif;article/presente/nouvel/outil/visuel/clustering/interactif/utilise/technique/reduction/dimensionnalite/permettre/representation/2d/donnees/classes/associees/initialement/etablies/maniere/supervisee/originalite/outil/consiste/autoriser/modifications/iteratives/fois/clustering/projection/2d/grace/controles/adaptes/utilisateur/injecter/preferences/observer/changement/induit/temps/reel/methode/projection/utilisee/suit/metaphore/physique/facilite/suivi/changements/utilisateur/montrons/exemple/illustrant/interet/pratique/outil;pierrickbruneau/philippepinheiro/bertjanbroeksema/benoitotjacques;['http://editions-rnti.fr/render_pdf.php?p1&p=1002073'];['http://editions-rnti.fr/render_pdf.php?p=1002073']
273;revue/nouvelles/technologies/information;egc;2015;qualite/complexite/evaluation/mesures/interet;remplacer/hypotheses/modele/donnees/informations/mesurees/donnees/reelles/forces/fouille/donnees/article/etudie/ajustement/donnees/methodes/decouverte/motifs/evaluer/qualite/complexite/formalisons/lien/donnees/mesures/interet/identifiant/motifs/lies/necessaires/evaluation/mesure/contrainte/formulons/alors/axiomes/devraient/satisfaire/motifs/lies/methode/extraction/comporte/definissons/complexite/evaluation/quantifie/finement/interrelation/motifs/sein/methode/extraction/lumiere/axiomes/complexite/evaluation/dressons/typologie/multiples/methodes/decouverte/motifs/impliquant/frequence;brunocremilleux/arnaudgiacometti/arnaudsoulet;['http://editions-rnti.fr/render_pdf.php?p1&p=1002094'];['http://editions-rnti.fr/render_pdf.php?p=1002094']
274;revue/nouvelles/technologies/information;egc;2015;rankmerging/apprentissage/supervise/classements/prediction/liens/grands/reseaux/sociaux;trouver/liens/manquants/grand/reseau/social/tache/difficile/reseaux/denses/liens/correspondre/environnements/structurels/varies/article/decrivons/rankmerging/methode/apprentissage/supervise/simple/combiner/information/obtenue/differentes/methodes/classement/illustrer/interet/appliquons/reseau/utilisateurs/telephones/portables/montrer/operateur/detecter/liens/clients/concurrents/montrons/rankmerging/surpasse/methodes/disposition/predire/nombre/variable/liens/grand/graphe/epars;lioneltabourier/annesophielibert/renaudlambiotte;['http://editions-rnti.fr/render_pdf.php?p1&p=1002102'];['http://editions-rnti.fr/render_pdf.php?p=1002102']
275;revue/nouvelles/technologies/information;egc;2015;reduction/complexite/spatiale/temporelle/compact/prediction/tree/prediction/sequences;prediction/sequences/symboles/tache/multiples/applications/modeles/prediction/ete/proposes/dg/k/order/markov/ppm/recemment/ete/montre/nouveau/modele/nomme/compact/prediction/tree/cpt/utilisant/structure/arbre/algorithme/prediction/complexe/offre/predictions/exactes/approches/litterature/neanmoins/limite/importante/cpt/complexite/temporelle/spatiale/elevee/article/pallions/probleme/proposant/strategies/reduire/taille/temps/prediction/cpt/resultats/experimentaux/7/jeux/donnees/reels/montrent/modele/resultant/nomme/cpt/98/fois/compact/4/5/fois/rapide/cpt/conservant/exactitude/tres/elevee/rapport/k/order/markov/dg/lz78/ppm/tdag;tedgueniche/philippefournierviger;['http://editions-rnti.fr/render_pdf.php?p1&p=1002064'];['http://editions-rnti.fr/render_pdf.php?p=1002064']
276;revue/nouvelles/technologies/information;egc;2015;regroupement/attributs/regles/association/systemes/inference/floue;systemes/apprentissage/supervise/construction/regles/classification/floues/nombre/eleve/attributs/descriptifs/conduit/explosion/nombre/regles/generees/affecter/precision/algorithmes/apprentissage/remedier/probleme/solution/traiter/separement/groupes/attributs/permet/decomposer/probleme/apprentissage/problemes/complexite/inferieure/obtenir/regles/intelligibles/taille/reduite/proposons/nouvelle/methode/regroupement/attributs/base/concept/regles/association/regles/decouvrent/relations/interessantes/intervalles/valeurs/attributs/liaisons/locales/ensuite/agregees/niveau/attributs/memes/fonction/nombre/liaisons/trouvees/importance/approche/testee/differentes/bases/apprentissage/comparee/approche/classique/permet/ameliorer/precision/garantissant/reduction/nombre/regles;ilefbenslima/amelborgi;['http://editions-rnti.fr/render_pdf.php?p1&p=1002092'];['http://editions-rnti.fr/render_pdf.php?p=1002092']
277;revue/nouvelles/technologies/information;egc;2015;regularisation/noyaux/temporellement/elastiques/analyse/composantes/principales/lineaire/fouille/series/temporelles;domaine/fouille/series/temporelles/travaux/recents/exploitent/noyaux/construits/partir/distances/elastiques/type/dynamic/time/warping/dtw/sein/approches/base/noyaux/pourtant/matrices/apparentees/matrices/gram/construites/partir/noyaux/proprietes/requises/rendre/fine/impropres/exploitation/approches/emergeantes/regularisation/noyaux/elastiques/mises/profit/repondre/insuffisance/presentons/methodes/kdtw/noyau/dtw/puis/autour/analyse/composantes/principales/lineaire/k/pca/evaluons/capacite/noyaux/concurrents/elastiques/v/elastiques/definis/v/definis/separer/categories/donnees/analysees/proposant/reduction/dimensionnelle/importante/etude/montre/experimentalement/interet/regularisation/type/kdtw;pierrefrancoismarteau;['http://editions-rnti.fr/render_pdf.php?p1&p=1002063'];['http://editions-rnti.fr/render_pdf.php?p=1002063']
278;revue/nouvelles/technologies/information;egc;2015;requetes/skyline/presence/donnees/evidentielles;article/interessons/recherche/points/interessants/sens/ordre/pareto/bases/donnees/evidentielles/presentons/modele/skyline/evidentiel/adapte/nature/donnees/incertaines/ensuite/presentons/evaluation/experimentale/approche;saydaelmi/karimbenouaret/allelhadjali/mohamedanisbachtobji/boutheinabenyaghlane;['http://editions-rnti.fr/render_pdf.php?p1&p=1002081'];['http://editions-rnti.fr/render_pdf.php?p=1002081']
279;revue/nouvelles/technologies/information;egc;2015;initiate/corporate/memory/knowledge/compendium/ten/years/learning/experience/ardans/method;ardans/method/ardanssas/2006b/technology/ardanssas/2006a/knowledge/capitalization/structuration/used/different/industries/automotive/aerospace/energy/defence/steel/health/decade/france/europe/proposed/solutions/knowledge/management/especially/expertise/capitalisation/set/lot/feedback/time/view/toward/ongoing/improvement/impacts/feedbacks/method/nowadays/put/practice/industry/return/investment/capitalization/campaign/inferred/quality/knowledge/base/delivered/end/campaign/therefore/method/technology/intrinsically/connected/tools/assist/quality/diagnosis/knowledge/base/comparative/study/conducted/basis/method/mariot/al/2007/exposed/egc/2007/article/sets/results/changes/improvements/method/conjunction/latest/technical/scientific/development/one/hand/change/industry/needs/hand;vincentbesson/alainberger;['http://editions-rnti.fr/render_pdf.php?p1&p=1002103'];['http://editions-rnti.fr/render_pdf.php?p=1002103']
280;revue/nouvelles/technologies/information;egc;2015;towards/linked/data/extraction/tweets;millions/twitter/users/post/messages/every/day/communicate/users/real/time/information/events/occur/environment/studies/content/tweets/focused/detection/emerging/topics/however/best/knowledge/approach/proposed/create/knowledge/base/enrich/automatically/information/coming/tweets/solution/propose/composed/four/main/phases/topic/identification/tweets/classification/automatic/summarization/creation/rdf/triplestore/proposed/approach/implemented/system/covering/entire/sequence/processing/steps/collection/tweets/written/english/language/based/trusted/crowd/sources/creation/rdf/dataset/anchored/dbpedia/namespace;manelachichi/zohrabellahsene/dinoienco/konstantintodorov;['http://editions-rnti.fr/render_pdf.php?p1&p=1002100'];['http://editions-rnti.fr/render_pdf.php?p=1002100']
281;revue/nouvelles/technologies/information;egc;2015;ultrametricity/dissimilarity/spaces/significance/data/mining;introduisons/mesure/ultrametricite/dissimilaritees/examinons/transformations/dissimilaritees/impact/mesure/ensuite/etudions/influence/ultrametricite/comportement/classes/algorithmes/exploration/donnees/knn/algorithme/classification/algorithme/regroupement/pam/appliques/espaces/dissimilarite/montre/existe/variation/inverse/ultrametricite/performance/classificateurs/clusters/augmentation/ultrametricite/genere/regroupements/meilleure/separation/diminution/ultrametricite/produit/groupes/compacts;dansimovici/rosannevetro/kaixunhua;['http://editions-rnti.fr/render_pdf.php?p1&p=1002068'];['http://editions-rnti.fr/render_pdf.php?p=1002068']
282;revue/nouvelles/technologies/information;egc;2015;algorithme/em/version/parcimonieuse/analyse/composantes/principales/probabiliste;considerons/version/parcimonieuse/analyse/composantes/principales/probabiliste/penalite/1/imposee/composantes/principales/rend/interpretation/aisee/dependre/dernieres/nombre/restreint/variables/initiales/algorithme/em/simple/mise/oeuvre/propose/estimation/parametres/modele/methode/heuristique/pente/finalement/utilisee/choisir/coefficient/penalisation;charlesbouveyron/julienjacques;['http://editions-rnti.fr/render_pdf.php?p1&p=1002074'];['http://editions-rnti.fr/render_pdf.php?p=1002074']
283;revue/nouvelles/technologies/information;egc;2015;algorithme/icm/base/compacite/segmentation/images/satellites/tres/haute/resolution;article/proposons/modification/algorithme/iterated/conditional/modes/icm/applique/segmentation/images/tres/haute/resolution/faire/introduisons/nouveau/critere/convergence/base/compacite/clusters/repose/fonction/energie/adaptee/modeles/voisinages/irreguliers/type/images/grace/methode/premieres/experiences/montre/obtenons/resultats/fiables/terme/convergence/meilleure/qualite/utilisant/energie/globale/critere/arret;jeremiesublime/younesbennani/antoinecornuejols;['http://editions-rnti.fr/render_pdf.php?p1&p=1002078'];['http://editions-rnti.fr/render_pdf.php?p=1002078']
284;revue/nouvelles/technologies/information;egc;2015;langage/interrogation/sparql/graphes/conceptuels;article/propose/langage/generique/interrogation/modele/graphes/conceptuels/introduisons/graphes/interrogation/graphe/interrogation/utilise/exprimer/graphes/option//graphe/optionnel/ensuite/proposons/types/requetes/interrogation/selection/description/construction/utilisant/graphes/interrogation/enfin/reponses/requetes/calculees/partir/operation/basee/homomorphisme/graphe;marclegeay/davidgenest/stephaneloiseau;['http://editions-rnti.fr/render_pdf.php?p1&p=1002083'];['http://editions-rnti.fr/render_pdf.php?p=1002083']
285;revue/nouvelles/technologies/information;egc;2015;approche/centree/graine/detection/communautes/reseaux/multiplexes;interessons/travail/probleme/detection/communautes/reseaux/multiplexes/modele/reseau/multiplexe/ete/recemment/introduit/faciliter/modelisation/reseaux/multirelationnels/reseaux/dynamiques/reseaux/attribues/approches/existantes/detection/communautes/genre/graphes/plupart/basees/schemas/agregation/couches/agregation/partitions/proposons/nouvelle/approche/centree/graine/permet/prendre/compte/directement/nature/multi/couche/reseau/multiplexe/experimentations/effectuees/differents/reseaux/multiplexes/montrent/approche/surpasse/approches/etat/art/termes/qualite/communautes/identifiees;issamfalih/manelhmimida/rushedkanawati;['http://editions-rnti.fr/render_pdf.php?p1&p=1002099'];['http://editions-rnti.fr/render_pdf.php?p=1002099']
286;revue/nouvelles/technologies/information;egc;2015;approche/visualisation/analytique/comparer/modeles/propagation/reseaux/sociaux;modeles/propagation/informations/influence/actions/reseaux/sociaux/diversifies/rendant/choix/approprie/situation/donnee/potentiellement/difficile/selection/modele/pertinent/situation/exige/pouvoir/comparer/comparaison/possible/prix/traduction/modeles/formalisme/commun/independant/proposons/utilisation/reecriture/graphes/exprimer/mecanismes/propagation/forme/ensemble/regles/transformation/locales/appliquees/strategie/donnee/demarche/prend/sens/modeles/traduits/etudies/simules/partir/plate/forme/visualisation/analytique/dediee/reecriture/graphe/apres/decrit/modeles/effectue/differentes/simulations/exhibons/plate/forme/permet/interagir/formalismes/comparer/interactivement/traces/execution/modele/grace/mesures/soulignant/differences;jasonvallet/brunopinaud/guymelancon;['http://editions-rnti.fr/render_pdf.php?p1&p=1002098'];['http://editions-rnti.fr/render_pdf.php?p=1002098']
287;revue/nouvelles/technologies/information;egc;2015;nouvelle/formalisation/changements/ontologiques/composes/complexes;evolution/ontologie/processus/indispensable/cycle/vie/exprimee/definie/changements/ontologiques/differents/types/elementaires/composes/complexes/changements/complexes/composes/tres/utiles/sens/aident/utilisateur/adapter/ontologie/perdre/details/changements/elementaires/cachent/derriere/formalisation/sophistiquee/puisqu/affectent/fois/entites/ontologiques/causer/inconsistances/ontologie/evoluee/adresser/problematique/article/presente/nouvelle/formalisation/changements/ontologiques/composes/complexes/basee/grammaires/graphes/types/formalisation/appuie/approche/algebrique/simple/pushout/spo/transformation/graphes/possede/principaux/avantages/1/fournir/nouvelle/formalisation/permettant/controler/transformations/graphes/eviter/incoherences/maniere/priori/2/simplifier/definition/changements/composes/complexes/reduisant/nombre/changements/elementaires/necessaires/application;mariemmahfoudh/laurentthiry/germainforestier/michelhassenforder;['http://editions-rnti.fr/render_pdf.php?p1&p=1002087'];['http://editions-rnti.fr/render_pdf.php?p=1002087']
288;revue/nouvelles/technologies/information;egc;2015;nouvelle/methode/web/usage/mining/basee/analyse/semiotique/comportement/navigation;objectif/travaux/proposer/methode/analyse/automatique/comportement/utilisateurs/fins/prediction/propension/realiser/action/suggeree/proposons/article/nouvelle/methode/web/usage/mining/basee/etude/semiotique/styles/perceptifs/considerant/experience/utilisateur/element/determinant/reaction/sollicitation/etude/styles/amene/definir/nouveaux/indicateurs/descripteurs/semiotiques/introduisant/niveau/supplementaire/approche/semantique/annotation/sites/proposons/ensuite/modele/neuronal/adapte/traitement/nouveaux/indicateurs/expliquerons/modele/propose/pertinent/traiter/informations;sandramellot/tonybourdier/moezbaccouche;['http://editions-rnti.fr/render_pdf.php?p1&p=1002090'];['http://editions-rnti.fr/render_pdf.php?p=1002090']
289;revue/nouvelles/technologies/information;egc;2015;plateforme/etl/parallele/distribuee/integration/donnees/massives;interessons/papier/impact/donnees/massives/environnement/decisionnel/particulierement/phase/integration/donnees/contexte/developpe/plateforme/baptisee/p/etl/parallel/etl/destinee/entreposage/donnees/massives/paradigme/mapreduce/p/etl/permet/parametrage/processus/etl/workflow/parametrage/avance/relatif/environnement/parallele/distribue/papier/decrit/plateforme/p/etl/vue/demonstration/face/jeux/donnees/allant/244/106/7/317/109/tuples/experimentations/menees/montre/amelioration/significative/performances/p/etl/taille/cluster/nombre/taches/paralleles/augmentent;mahfoudbala/oussamamokeddem/omarboussaid/zaiaalimazighi;['http://editions-rnti.fr/render_pdf.php?p1&p=1002109'];['http://editions-rnti.fr/render_pdf.php?p=1002109']
290;revue/nouvelles/technologies/information;egc;2015;using/social/conversational/context/detecting/users/interactions/microblogging/sites;travail/proposons/nouvelle/methode/detection/conversations/sites/reseaux/sociaux/methode/basee/analyse/enrichissement/contenu/presenter/resultat/informatif/base/interactions/utilisateurs/evalue/methode/corpus/recueillis/reseau/social/lie/sujets/specifiques/obtenu/bons/resultats;ramibelkaroui/rimfaiz/aymenelkhlifi;['http://editions-rnti.fr/render_pdf.php?p1&p=1002101'];['http://editions-rnti.fr/render_pdf.php?p=1002101']
291;revue/nouvelles/technologies/information;egc;2015;utilisation/pyramides/visualiser/contamination/manuscrits;paper/present/new/codicum/stemma/visualization/method/quentin/modeling/usec/classify/textual/tradition/supplement/genealogical/editor/information/betweenness/triplets/obtained/directly/corpus/pyramid/depicting/family/codicum/stemma/constructed/basis/information/obtained/triplets;marclepouliquen;['http://editions-rnti.fr/render_pdf.php?p1&p=1002115'];['http://editions-rnti.fr/render_pdf.php?p=1002115']
292;revue/nouvelles/technologies/information;egc;2015;decouverte/modeles/exceptionnels/locaux/regles/descriptives/liant/molecules/odeurs;issue/phenomene/complexe/molecule/odorante/perception/cerveau/olfaction/reste/sens/difficile/apprehender/neuroscientifiques/enjeu/principal/etablir/regles/proprietes/physicochimiques/molecules/poids/nombre/atomes/caracteriser/specifiquement/ensemble/qualites/olfactives/fruite/boise/trouver/regles/descriptives/grace/decouverte/groupes/subgroup/discovery/methodes/existantes/permettent/caracteriser/seule/qualite/olfactive/qualites/olfactives/fois/exceptional/model/mining/sousensemble/proposons/alors/approche/decouverte/groupes/caracteristiques/seulement/labels/nouvelle/technique/enumeration/issue/fouille/redescriptions/experimente/methode/base/donnees/olfaction/fournie/neuroscientifiques/pu/exhiber/premiers/groupes/intelligibles/realistes;guillaumebosc/mehdikaytoue/marcplantevit/fabiendemarchi/moustafabensafi/jeanfrancoisboulicaut;['http://editions-rnti.fr/render_pdf.php?p1&p=1002091'];['http://editions-rnti.fr/render_pdf.php?p=1002091']
293;revue/nouvelles/technologies/information;egc;2015;visualizing/shooting/spots/using/geo/tagged/photographs/social/media/sites;hotspots/photographies/ete/prises/pourraient/lieux/interessants/faire/tourisme/visualisation/hotspots/revele/interets/utilisateurs/important/industries/recherche/marketing/touristiques/techniques/basees/sociaux/hotspots/extraction/independamment/ete/proposes/hotspot/relation/hotspots/cas/organiser/hotspots/proposons/methode/detecter/visualiser/relations/hotspots/methode/proposee/detecte/evalue/relations/taches/tir/sujets/photographiques/approche/extrait/relations/aide/hotspots/fendus/hotspot/comprend/photographies/differents/types;masaharuhirota/masakiendo/shoheiyokoyama/hiroshiishikawa;['http://editions-rnti.fr/render_pdf.php?p1&p=1002076'];['http://editions-rnti.fr/render_pdf.php?p=1002076']
